('', 13258)
('Studio', 3531)
('IPython', 558)
('/', 558)
('PyCharm', 920)
('Eclipse', 1238)
('Code', 963)
('Sublime', 1383)
('PHPStorm', 706)
('RStudio', 339)
('Light', 34)
('Zend', 80)
('Text', 1383)
('Notepad++', 1479)
('Atom', 1131)
('Jupyter', 558)
('Emacs', 426)
('TextMate', 193)
('Xcode', 888)
('RubyMine', 253)
('Table', 34)
('Android', 1207)
('Komodo', 123)
('Vim', 1328)
('Visual', 2324)
('IntelliJ', 1355)
('NetBeans', 697)
('Coda', 101)
